2013-07-15,59.503486
2013-07-08,60.048257
2013-07-01,60.226829
2013-06-24,59.844371
2013-06-17,59.108071
2013-06-10,57.823714
2013-06-03,56.843086
2013-05-27,56.237543
2013-05-20,55.463157
2013-05-13,54.707386
2013-05-06,54.111586
2013-04-29,53.521214
2013-04-22,54.011229
2013-04-15,53.855914
2013-04-08,54.376043
2013-04-01,54.528357
2013-03-25,54.310543
2013-03-18,54.246129
2013-03-11,54.111443
2013-03-04,54.576014
2013-02-25,54.4079
2013-02-18,54.250414
2013-02-11,53.9339
2013-02-04,53.3328
2013-01-28,53.294843
2013-01-21,53.611629
2013-01-14,54.125957
